exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.6770833333333335,2025-07-30T12:47:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.34375,2025-08-03T05:02:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.6555555555555554,2025-08-06T13:17:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.3208333333333333,2025-08-10T05:01:00+00:00,0.0,6.0
Pull Up,0.0,5,0.0,6,0.0,0.0,1.0,6.908333333333333,2025-08-13T12:43:00+00:00,0.0,3.0
Pull Up,0.0,6,0.0,3,0.0,0.0,-3.0,3.7743055555555554,2025-08-20T10:31:00+00:00,0.0,4.0
Pull Up,0.0,3,0.0,4,0.0,0.0,1.0,6.986805555555556,2025-08-24T05:06:00+00:00,0.0,4.0
Pull Up,0.0,4,0.0,4,0.0,0.0,0.0,3.2604166666666665,2025-08-31T04:47:00+00:00,0.0,5.0
Pull Up,0.0,4,0.0,5,0.0,0.0,1.0,3.7368055555555557,2025-09-03T11:02:00+00:00,0.0,4.0
Pull Up,0.0,5,0.0,4,0.0,0.0,-1.0,4.39375,2025-09-07T04:43:00+00:00,0.0,4.0
Pull Up,0.0,4,0.0,4,0.0,0.0,0.0,5.951388888888889,2025-09-11T14:10:00+00:00,0.0,4.0
Pull Up,0.0,4,0.0,4,0.0,0.0,0.0,3.657638888888889,2025-09-17T13:00:00+00:00,0.0,4.0
Pull Up,0.0,4,0.0,4,0.0,0.0,0.0,3.303472222222222,2025-09-21T04:47:00+00:00,0.0,5.0
Pull Up,0.0,4,0.0,5,0.0,0.0,1.0,3.702777777777778,2025-09-24T12:04:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,5,0.0,0.0,0.0,3.3472222222222223,2025-09-28T04:56:00+00:00,0.0,6.0
Pull Up,0.0,5,0.0,6,0.0,0.0,1.0,3.65,2025-10-01T13:16:00+00:00,0.0,5.0
Pull Up,0.0,6,0.0,5,0.0,0.0,-1.0,2.977777777777778,2025-10-05T04:52:00+00:00,0.0,6.0
Pull Up,0.0,5,0.0,6,0.0,0.0,1.0,4.0375,2025-10-08T04:20:00+00:00,0.0,6.0
Pull Up,0.0,6,0.0,6,0.0,0.0,0.0,3.2555555555555555,2025-10-12T05:14:00+00:00,0.0,7.0
Pull Up,0.0,6,0.0,7,0.0,0.0,1.0,3.7305555555555556,2025-10-15T11:22:00+00:00,0.0,5.0
Pull Up,0.0,7,0.0,5,0.0,0.0,-2.0,2.8986111111111112,2025-10-19T04:54:00+00:00,0.0,6.0
Pull Up,0.0,5,0.0,6,0.0,0.0,1.0,4.097916666666666,2025-10-22T02:28:00+00:00,0.0,4.0
Pull Up,0.0,6,0.0,4,0.0,0.0,-2.0,4.2555555555555555,2025-10-26T04:49:00+00:00,0.0,6.0
Pull Up,0.0,6,0.0,3,0.0,0.0,-3.0,6.003472222222222,2025-10-30T10:57:00+00:00,0.0,7.0
Pull Up,0.0,3,0.0,7,0.0,0.0,4.0,3.761111111111111,2025-11-05T11:02:00+00:00,0.0,5.0
Pull Up,0.0,5,0.0,3,0.0,0.0,-2.0,3.2583333333333333,2025-11-09T05:18:00+00:00,0.0,7.0
Pull Up,0.0,3,0.0,7,0.0,0.0,4.0,3.723611111111111,2025-11-12T11:30:00+00:00,0.0,6.0
Pull Up,0.0,6,0.0,2,0.0,0.0,-4.0,3.24375,2025-11-16T04:52:00+00:00,0.0,7.0
Pull Up,0.0,2,0.0,7,0.0,0.0,5.0,3.834722222222222,2025-11-19T10:43:00+00:00,0.0,8.0
Pull Up,0.0,7,0.0,8,0.0,0.0,1.0,3.1590277777777778,2025-11-23T06:45:00+00:00,0.0,7.0
Pull Up,0.0,8,0.0,7,0.0,0.0,-1.0,3.7597222222222224,2025-11-26T10:34:00+00:00,0.0,8.0
Pull Up,0.0,7,0.0,8,0.0,0.0,1.0,3.25,2025-11-30T04:48:00+00:00,0.0,8.0
Pull Up,0.0,8,0.0,8,0.0,0.0,0.0,3.765277777777778,2025-12-03T10:48:00+00:00,0.0,7.0
Pull Up,0.0,8,0.0,7,0.0,0.0,-1.0,3.225,2025-12-07T05:10:00+00:00,0.0,4.0
Pull Up,0.0,4,0.0,5,0.0,0.0,1.0,3.761111111111111,2025-12-10T10:34:00+00:00,0.0,8.0
Pull Up,0.0,5,0.0,8,0.0,0.0,3.0,3.2597222222222224,2025-12-14T04:50:00+00:00,0.0,8.0
Pull Up,0.0,8,0.0,8,0.0,0.0,0.0,6.972222222222222,2025-12-17T11:04:00+00:00,0.0,9.0
Pull Up,0.0,8,0.0,9,0.0,0.0,1.0,3.7743055555555554,2025-12-24T10:24:00+00:00,0.0,9.0
Pull Up,0.0,9,0.0,9,0.0,0.0,0.0,3.0284722222222222,2025-12-28T04:59:00+00:00,0.0,10.0
Pull Up,0.0,9,0.0,10,0.0,0.0,1.0,3.953472222222222,2025-12-31T05:40:00+00:00,0.0,10.0
Pull Up,0.0,10,0.0,10,0.0,0.0,0.0,3.357638888888889,2026-01-04T04:33:00+00:00,0.0,10.0
Pull Up,0.0,10,0.0,10,0.0,0.0,0.0,3.6506944444444445,2026-01-07T13:08:00+00:00,0.0,11.0
Pull Up,0.0,10,0.0,11,0.0,0.0,1.0,3.3916666666666666,2026-01-11T04:45:00+00:00,0.0,11.0
Pull Up,0.0,11,0.0,11,0.0,0.0,0.0,3.6486111111111112,2026-01-14T14:09:00+00:00,0.0,12.0
Pull Up,0.0,11,0.0,12,0.0,0.0,1.0,3.3118055555555554,2026-01-18T05:43:00+00:00,0.0,12.0
Pull Up,0.0,12,0.0,12,0.0,0.0,0.0,3.6729166666666666,2026-01-21T13:12:00+00:00,0.0,11.0
Pull Up,0.0,12,0.0,11,0.0,0.0,-1.0,3.3291666666666666,2026-01-25T05:21:00+00:00,0.0,11.0
Pull Up,0.0,11,0.0,11,0.0,0.0,0.0,3.665277777777778,2026-01-28T13:15:00+00:00,0.0,9.0
Pull Up,0.0,11,0.0,9,0.0,0.0,-2.0,3.223611111111111,2026-02-01T05:13:00+00:00,0.0,11.0
Pull Up,0.0,9,0.0,11,0.0,0.0,2.0,7.104861111111111,2026-02-04T10:35:00+00:00,0.0,11.0
Pull Up,0.0,11,0.0,11,0.0,0.0,0.0,3.651388888888889,2026-02-11T13:06:00+00:00,0.0,13.0
Pull Up,0.0,11,0.0,13,0.0,0.0,2.0,3.2395833333333335,2026-02-15T04:44:00+00:00,0.0,12.0
Pull Up,0.0,13,0.0,12,0.0,0.0,-1.0,3.7715277777777776,2026-02-18T10:29:00+00:00,0.0,12.0
Pull Up,0.0,12,0.0,12,0.0,0.0,0.0,2.792361111111111,2026-02-22T05:00:00+00:00,0.0,11.0
Pull Up,0.0,12,0.0,11,0.0,0.0,-1.0,5.43125,2026-02-25T00:01:00+00:00,0.0,12.0
Pull Up,0.0,11,0.0,12,0.0,0.0,1.0,4.999305555555556,2026-03-02T10:22:00+00:00,0.0,12.0
Pull Up,0.0,12,0.0,12,0.0,0.0,0.0,4.15625,2026-03-07T10:21:00+00:00,0.0,12.0
Pull Up,0.0,12,0.0,12,0.0,0.0,0.0,3.6597222222222223,2026-03-11T14:06:00+00:00,0.0,12.0
Pull Up,0.0,12,0.0,12,0.0,0.0,0.0,3.33125,2026-03-15T05:56:00+00:00,0.0,13.0
Pull Up,0.0,12,0.0,13,0.0,0.0,1.0,3.642361111111111,2026-03-18T13:53:00+00:00,0.0,13.0
Push Up,0.0,35,0.0,35,0.0,0.0,0.0,3.015277777777778,2025-05-20T10:27:00+00:00,0.0,35.0
Push Up,0.0,35,0.0,35,0.0,0.0,0.0,4.006944444444445,2025-05-23T10:49:00+00:00,0.0,32.0
Push Up,0.0,35,0.0,32,0.0,0.0,-3.0,3.6166666666666667,2025-05-27T10:59:00+00:00,0.0,35.0
Push Up,0.0,32,0.0,35,0.0,0.0,3.0,3.354861111111111,2025-05-31T01:47:00+00:00,0.0,35.0
Push Up,0.0,35,0.0,35,0.0,0.0,0.0,4.148611111111111,2025-06-03T10:18:00+00:00,0.0,30.0
Push Up,0.0,35,0.0,30,0.0,0.0,-5.0,2.7909722222222224,2025-06-07T13:52:00+00:00,0.0,35.0
Push Up,0.0,30,0.0,35,0.0,0.0,5.0,4.8590277777777775,2025-06-10T08:51:00+00:00,0.0,32.0
Push Up,0.0,35,0.0,32,0.0,0.0,-3.0,9.15625,2025-06-15T05:28:00+00:00,0.0,28.0
Push Up,0.0,32,0.0,28,0.0,0.0,-4.0,7.017361111111111,2025-06-24T09:13:00+00:00,0.0,32.0
Push Up,0.0,28,0.0,32,0.0,0.0,4.0,7.047916666666667,2025-07-01T09:38:00+00:00,0.0,35.0
Push Up,0.0,32,0.0,35,0.0,0.0,3.0,7.096527777777778,2025-07-08T10:47:00+00:00,0.0,30.0
Push Up,0.0,35,0.0,30,0.0,0.0,-5.0,3.8625,2025-07-15T13:06:00+00:00,0.0,32.0
Push Up,0.0,30,0.0,32,0.0,0.0,2.0,7.028472222222222,2025-07-19T09:48:00+00:00,0.0,31.0
Push Up,0.0,32,0.0,31,0.0,0.0,-1.0,3.0965277777777778,2025-07-26T10:29:00+00:00,0.0,32.0
Push Up,0.0,31,0.0,32,0.0,0.0,1.0,3.901388888888889,2025-07-29T12:48:00+00:00,0.0,32.0
Push Up,0.0,32,0.0,32,0.0,0.0,0.0,3.097916666666667,2025-08-02T10:26:00+00:00,0.0,36.0
Push Up,0.0,32,0.0,36,0.0,0.0,4.0,3.9125,2025-08-05T12:47:00+00:00,0.0,30.0
Push Up,0.0,36,0.0,30,0.0,0.0,-6.0,3.0881944444444445,2025-08-09T10:41:00+00:00,0.0,32.0
Push Up,0.0,30,0.0,32,0.0,0.0,2.0,6.915277777777778,2025-08-12T12:48:00+00:00,0.0,25.0
Push Up,0.0,32,0.0,25,0.0,0.0,-7.0,3.959722222222222,2025-08-19T10:46:00+00:00,0.0,30.0
Push Up,0.0,25,0.0,30,0.0,0.0,5.0,2.845833333333333,2025-08-23T09:48:00+00:00,0.0,20.0
Push Up,0.0,30,0.0,20,0.0,0.0,-10.0,4.180555555555555,2025-08-26T06:06:00+00:00,0.0,32.0
Push Up,0.0,20,0.0,32,0.0,0.0,12.0,3.098611111111111,2025-08-30T10:26:00+00:00,0.0,32.0
Push Up,0.0,32,0.0,32,0.0,0.0,0.0,3.76875,2025-09-02T12:48:00+00:00,0.0,34.0
Push Up,0.0,32,0.0,34,0.0,0.0,2.0,3.2083333333333335,2025-09-06T07:15:00+00:00,0.0,33.0
Push Up,0.0,34,0.0,33,0.0,0.0,-1.0,3.9590277777777776,2025-09-09T12:15:00+00:00,0.0,35.0
Push Up,0.0,33,0.0,35,0.0,0.0,2.0,5.100694444444445,2025-09-13T11:16:00+00:00,0.0,30.0
Push Up,0.0,35,0.0,30,0.0,0.0,-5.0,1.8729166666666666,2025-09-18T13:41:00+00:00,0.0,35.0
Push Up,0.0,30,0.0,35,0.0,0.0,5.0,3.1006944444444446,2025-09-20T10:38:00+00:00,0.0,36.0
Push Up,0.0,35,0.0,36,0.0,0.0,1.0,3.9055555555555554,2025-09-23T13:03:00+00:00,0.0,30.0
Push Up,0.0,36,0.0,30,0.0,0.0,-6.0,3.0909722222222222,2025-09-27T10:47:00+00:00,0.0,21.0
Push Up,0.0,30,0.0,21,0.0,0.0,-9.0,3.942361111111111,2025-09-30T12:58:00+00:00,0.0,35.0
Push Up,0.0,21,0.0,35,0.0,0.0,14.0,3.1180555555555554,2025-10-04T11:35:00+00:00,0.0,36.0
Push Up,0.0,35,0.0,36,0.0,0.0,1.0,6.847916666666666,2025-10-07T14:25:00+00:00,0.0,35.0
Push Up,0.0,36,0.0,35,0.0,0.0,-1.0,3.9604166666666667,2025-10-14T10:46:00+00:00,0.0,37.0
Push Up,0.0,35,0.0,37,0.0,0.0,2.0,7.178472222222222,2025-10-18T09:49:00+00:00,0.0,35.0
Push Up,0.0,37,0.0,35,0.0,0.0,-2.0,3.9472222222222224,2025-10-25T14:06:00+00:00,0.0,34.0
Push Up,0.0,35,0.0,34,0.0,0.0,-1.0,5.909722222222222,2025-10-29T12:50:00+00:00,0.0,36.0
Push Up,0.0,34,0.0,36,0.0,0.0,2.0,3.9833333333333334,2025-11-04T10:40:00+00:00,0.0,37.0
Push Up,0.0,36,0.0,37,0.0,0.0,1.0,3.0548611111111112,2025-11-08T10:16:00+00:00,0.0,38.0
Push Up,0.0,37,0.0,38,0.0,0.0,1.0,6.982638888888889,2025-11-11T11:35:00+00:00,0.0,37.0
Push Up,0.0,38,0.0,37,0.0,0.0,-1.0,4.045138888888889,2025-11-18T11:10:00+00:00,0.0,39.0
Push Up,0.0,37,0.0,39,0.0,0.0,2.0,2.9402777777777778,2025-11-22T12:15:00+00:00,0.0,39.0
Push Up,0.0,39,0.0,39,0.0,0.0,0.0,3.9881944444444444,2025-11-25T10:49:00+00:00,0.0,39.0
Push Up,0.0,39,0.0,39,0.0,0.0,0.0,2.9965277777777777,2025-11-29T10:32:00+00:00,0.0,40.0
Push Up,0.0,39,0.0,40,0.0,0.0,1.0,4.013888888888889,2025-12-02T10:27:00+00:00,0.0,40.0
Push Up,0.0,40,0.0,40,0.0,0.0,0.0,3.002083333333333,2025-12-06T10:47:00+00:00,0.0,40.0
Push Up,0.0,40,0.0,40,0.0,0.0,0.0,3.9993055555555554,2025-12-09T10:50:00+00:00,0.0,40.0
Push Up,0.0,40,0.0,40,0.0,0.0,0.0,2.9770833333333333,2025-12-13T10:49:00+00:00,0.0,40.0
Push Up,0.0,40,0.0,40,0.0,0.0,0.0,4.009027777777778,2025-12-16T10:16:00+00:00,0.0,40.0
Push Up,0.0,40,0.0,40,0.0,0.0,0.0,3.0340277777777778,2025-12-20T10:29:00+00:00,0.0,41.0
Push Up,0.0,40,0.0,41,0.0,0.0,1.0,3.9631944444444445,2025-12-23T11:18:00+00:00,0.0,42.0
Push Up,0.0,41,0.0,42,0.0,0.0,1.0,2.9993055555555554,2025-12-27T10:25:00+00:00,0.0,43.0
Push Up,0.0,42,0.0,43,0.0,0.0,1.0,4.006944444444445,2025-12-30T10:24:00+00:00,0.0,37.0
Push Up,0.0,43,0.0,37,0.0,0.0,-6.0,3.0368055555555555,2026-01-03T10:34:00+00:00,0.0,43.0
Push Up,0.0,37,0.0,43,0.0,0.0,6.0,3.9833333333333334,2026-01-06T11:27:00+00:00,0.0,43.0
Push Up,0.0,43,0.0,43,0.0,0.0,0.0,3.0597222222222222,2026-01-10T11:03:00+00:00,0.0,45.0
Push Up,0.0,43,0.0,45,0.0,0.0,2.0,3.936111111111111,2026-01-13T12:29:00+00:00,0.0,46.0
Push Up,0.0,45,0.0,46,0.0,0.0,1.0,2.96875,2026-01-17T10:57:00+00:00,0.0,46.0
Push Up,0.0,46,0.0,46,0.0,0.0,0.0,4.00625,2026-01-20T10:12:00+00:00,0.0,47.0
Push Up,0.0,46,0.0,47,0.0,0.0,1.0,3.0027777777777778,2026-01-24T10:21:00+00:00,0.0,48.0
Push Up,0.0,47,0.0,48,0.0,0.0,1.0,4.004861111111111,2026-01-27T10:25:00+00:00,0.0,40.0
Push Up,0.0,48,0.0,40,0.0,0.0,-8.0,3.0131944444444443,2026-01-31T10:32:00+00:00,0.0,43.0
Push Up,0.0,40,0.0,43,0.0,0.0,3.0,3.935416666666667,2026-02-03T10:51:00+00:00,0.0,40.0
Push Up,0.0,43,0.0,40,0.0,0.0,-3.0,3.1305555555555555,2026-02-07T09:18:00+00:00,0.0,48.0
Push Up,0.0,40,0.0,48,0.0,0.0,8.0,3.936111111111111,2026-02-10T12:26:00+00:00,0.0,50.0
Push Up,0.0,48,0.0,50,0.0,0.0,2.0,2.9868055555555557,2026-02-14T10:54:00+00:00,0.0,50.0
Push Up,0.0,50,0.0,50,0.0,0.0,0.0,3.9923611111111112,2026-02-17T10:35:00+00:00,0.0,50.0
Push Up,0.0,50,0.0,50,0.0,0.0,0.0,3.0243055555555554,2026-02-21T10:24:00+00:00,0.0,51.0
Push Up,0.0,50,0.0,51,0.0,0.0,1.0,3.9694444444444446,2026-02-24T10:59:00+00:00,0.0,52.0
Push Up,0.0,51,0.0,52,0.0,0.0,1.0,4.100694444444445,2026-02-28T10:15:00+00:00,0.0,52.0
Push Up,0.0,52,0.0,52,0.0,0.0,0.0,3.692361111111111,2026-03-04T12:40:00+00:00,0.0,46.0
Push Up,0.0,52,0.0,46,0.0,0.0,-6.0,2.2819444444444446,2026-03-08T05:17:00+00:00,0.0,44.0
Push Up,0.0,46,0.0,44,0.0,0.0,-2.0,3.9319444444444445,2026-03-10T12:03:00+00:00,0.0,30.0
Push Up,0.0,30,0.0,16,0.0,0.0,-14.0,3.0743055555555556,2026-03-14T10:25:00+00:00,0.0,40.0
Rear Delt Reverse Fly (Machine),35.0,15,25.0,15,1425.0,-10.0,0.0,120.08958333333334,2025-05-22T10:21:00+00:00,35.0,20.0
Rear Delt Reverse Fly (Machine),40.0,14,35.0,10,1610.0,-5.0,-4.0,54.91458333333333,2025-09-19T12:30:00+00:00,35.0,20.0
Rear Delt Reverse Fly (Machine),40.0,18,30.0,12,2580.0,-10.0,-6.0,22.018055555555556,2025-11-13T10:27:00+00:00,35.0,21.0
Rear Delt Reverse Fly (Machine),30.0,15,20.0,20,3105.0,-10.0,5.0,5.998611111111111,2025-12-05T10:53:00+00:00,40.0,22.0
Rear Delt Reverse Fly (Machine),35.0,12,30.0,12,2875.0,-5.0,0.0,7.010416666666667,2025-12-11T10:51:00+00:00,40.0,21.0
Rear Delt Reverse Fly (Machine),40.0,19,30.0,18,3190.0,-10.0,-1.0,6.975694444444445,2025-12-18T11:06:00+00:00,40.0,22.0
Rear Delt Reverse Fly (Machine),45.0,15,30.0,18,3340.0,-15.0,3.0,2.7694444444444444,2025-12-25T10:31:00+00:00,40.0,21.0
Rear Delt Reverse Fly (Machine),30.0,18,20.0,20,2660.0,-10.0,2.0,11.23263888888889,2025-12-28T04:59:00+00:00,40.0,23.0
Rear Delt Reverse Fly (Machine),35.0,12,25.0,18,3275.0,-10.0,6.0,7.067361111111111,2026-01-08T10:34:00+00:00,40.0,22.0
Rear Delt Reverse Fly (Machine),40.0,12,30.0,12,2975.0,-10.0,0.0,6.999305555555556,2026-01-15T12:11:00+00:00,45.0,17.0
Rear Delt Reverse Fly (Machine),40.0,24,30.0,12,2850.0,-10.0,-12.0,7.001388888888889,2026-01-22T12:10:00+00:00,45.0,20.0
Rear Delt Reverse Fly (Machine),40.0,23,30.0,18,3260.0,-10.0,-5.0,6.919444444444444,2026-01-29T12:12:00+00:00,30.0,30.0
Rear Delt Reverse Fly (Machine),30.0,16,25.0,16,3725.0,-5.0,0.0,7.094444444444444,2026-02-05T10:16:00+00:00,35.0,20.0
Rear Delt Reverse Fly (Machine),30.0,12,25.0,12,2080.0,-5.0,0.0,6.936805555555556,2026-02-12T12:32:00+00:00,40.0,20.0
Rear Delt Reverse Fly (Machine),45.0,12,35.0,15,2745.0,-10.0,3.0,6.760416666666667,2026-02-19T11:01:00+00:00,40.0,22.0
Rear Delt Reverse Fly (Machine),45.0,16,30.0,18,2140.0,-15.0,2.0,7.370138888888889,2026-02-26T05:16:00+00:00,45.0,10.0
Rear Delt Reverse Fly (Machine),35.0,20,25.0,18,1600.0,-10.0,-2.0,6.979861111111111,2026-03-05T14:09:00+00:00,40.0,22.0
Rear Delt Reverse Fly (Machine),45.0,13,30.0,16,1945.0,-15.0,3.0,6.615972222222222,2026-03-12T13:40:00+00:00,40.0,20.0
Reverse Curl,25.0,20,15.0,15,1225.0,-10.0,-5.0,15.999305555555555,2025-06-09T09:13:00+00:00,20.0,26.0
Reverse Curl,20.0,12,15.0,12,1440.0,-5.0,0.0,24.025,2025-06-25T09:12:00+00:00,20.0,22.0
Reverse Curl,20.0,12,15.0,15,1455.0,-5.0,3.0,1.9930555555555556,2025-07-19T09:48:00+00:00,25.0,22.0
Reverse Curl,20.0,15,15.0,15,1910.0,-5.0,0.0,7.132638888888889,2025-07-21T09:38:00+00:00,25.0,23.0
Reverse Curl,20.0,15,15.0,10,1445.0,-5.0,-5.0,6.915972222222222,2025-07-28T12:49:00+00:00,25.0,26.0
Reverse Curl,15.0,10,25.0,26,650.0,10.0,16.0,27.93125,2025-08-04T10:48:00+00:00,20.0,26.0
Reverse Curl,25.0,20,15.0,13,1215.0,-10.0,-7.0,7.06875,2025-09-01T09:09:00+00:00,20.0,25.0
Reverse Curl,25.0,22,20.0,13,1310.0,-5.0,-9.0,16.052777777777777,2025-09-08T10:48:00+00:00,20.0,27.0
Reverse Curl,15.0,15,10.0,10,1465.0,-5.0,-5.0,24.70138888888889,2025-09-24T12:04:00+00:00,20.0,30.0
Reverse Curl,25.0,25,15.0,20,1525.0,-10.0,-5.0,15.236805555555556,2025-10-19T04:54:00+00:00,20.0,30.0
Reverse Curl,30.0,20,20.0,15,2150.0,-10.0,-5.0,13.994444444444444,2025-11-03T10:35:00+00:00,25.0,30.0
Reverse Curl,25.0,15,15.0,20,2540.0,-10.0,5.0,9.004861111111111,2025-11-17T10:27:00+00:00,25.0,23.0
Reverse Curl,30.0,23,20.0,16,1585.0,-10.0,-7.0,4.996527777777778,2025-11-26T10:34:00+00:00,30.0,25.0
Reverse Curl,35.0,16,25.0,15,1685.0,-10.0,-1.0,34.99861111111111,2025-12-01T10:29:00+00:00,20.0,30.0
Reverse Curl,15.0,20,10.0,25,1150.0,-5.0,5.0,26.781944444444445,2026-01-05T10:27:00+00:00,20.0,30.0
Reverse Curl,20.0,30,15.0,25,975.0,-5.0,-5.0,8.23263888888889,2026-02-01T05:13:00+00:00,20.0,28.0
Romanian Deadlift (Barbell),20.0,12,20.0,12,240.0,0.0,0.0,7.006944444444445,2026-02-20T10:37:00+00:00,20.0,20.0
Romanian Deadlift (Barbell),20.0,20,30.0,15,850.0,10.0,-5.0,13.998611111111112,2026-02-27T10:47:00+00:00,30.0,21.0
Romanian Deadlift (Barbell),35.0,15,30.0,10,1455.0,-5.0,-5.0,7.976388888888889,2026-03-13T10:45:00+00:00,35.0,20.0
Romanian Deadlift (Dumbbell),7.5,15,5.0,5,137.5,-2.5,-10.0,19.963194444444444,2025-06-06T10:12:00+00:00,7.5,17.0
Romanian Deadlift (Dumbbell),7.5,17,5.0,14,197.5,-2.5,-3.0,15.120833333333334,2025-06-26T09:19:00+00:00,7.5,17.0
Romanian Deadlift (Dumbbell),10.0,13,7.5,8,427.5,-2.5,-5.0,14.011805555555556,2025-07-11T12:13:00+00:00,7.5,16.0
Romanian Deadlift (Dumbbell),10.0,15,7.5,13,472.5,-2.5,-2.0,41.91875,2025-07-25T12:30:00+00:00,7.5,16.0
Romanian Deadlift (Dumbbell),12.5,10,7.5,7,477.5,-5.0,-3.0,5.136805555555555,2025-09-05T10:33:00+00:00,7.5,20.0
Romanian Deadlift (Dumbbell),12.5,18,10.0,5,425.0,-2.5,-13.0,8.944444444444445,2025-09-10T13:50:00+00:00,10.0,20.0
Romanian Deadlift (Dumbbell),15.0,15,12.5,8,750.0,-2.5,-7.0,14.004861111111111,2025-09-19T12:30:00+00:00,12.5,20.0
Romanian Deadlift (Dumbbell),15.0,15,12.5,5,807.5,-2.5,-10.0,13.971527777777778,2025-10-03T12:37:00+00:00,15.0,20.0
Romanian Deadlift (Dumbbell),15.0,20,12.5,15,487.5,-2.5,-5.0,14.08611111111111,2025-10-17T11:56:00+00:00,15.0,20.0
Romanian Deadlift (Dumbbell),17.5,12,15.0,12,690.0,-2.5,0.0,6.8375,2025-10-31T14:00:00+00:00,17.5,12.0
Romanian Deadlift (Dumbbell),17.5,13,15.0,12,942.5,-2.5,-1.0,8.038194444444445,2025-11-07T10:06:00+00:00,15.0,10.0
Romanian Deadlift (Dumbbell),17.5,13,17.5,10,552.5,0.0,-3.0,6.006944444444445,2025-11-15T11:01:00+00:00,17.5,16.0
Romanian Deadlift (Dumbbell),20.0,10,15.0,5,852.5,-5.0,-5.0,6.979861111111111,2025-11-21T11:11:00+00:00,15.0,15.0
Romanian Deadlift (Dumbbell),20.0,11,12.5,12,927.5,-7.5,1.0,13.99236111111111,2025-11-28T10:42:00+00:00,15.0,22.0
Romanian Deadlift (Dumbbell),20.0,13,12.5,15,1077.5,-7.5,2.0,6.9944444444444445,2025-12-12T10:31:00+00:00,20.0,20.0
Romanian Deadlift (Dumbbell),22.5,12,17.5,12,1280.0,-5.0,0.0,7.000694444444444,2025-12-19T10:23:00+00:00,17.5,16.0
Romanian Deadlift (Dumbbell),22.5,15,17.5,16,1217.5,-5.0,1.0,7.014583333333333,2025-12-26T10:24:00+00:00,12.5,20.0
Romanian Deadlift (Dumbbell),15.0,19,17.5,17,832.5,2.5,-2.0,6.997222222222222,2026-01-02T10:45:00+00:00,15.0,22.0
Romanian Deadlift (Dumbbell),17.5,20,12.5,20,930.0,-5.0,0.0,7.0993055555555555,2026-01-09T10:41:00+00:00,17.5,20.0
Romanian Deadlift (Dumbbell),12.5,20,17.5,20,350.0,5.0,0.0,6.9625,2026-01-16T13:04:00+00:00,17.5,22.0
Romanian Deadlift (Dumbbell),22.5,14,17.5,4,770.0,-5.0,-10.0,6.942361111111111,2026-01-23T12:10:00+00:00,20.0,17.0
Romanian Deadlift (Dumbbell),22.5,15,17.5,8,817.5,-5.0,-7.0,7.105555555555555,2026-01-30T10:47:00+00:00,20.0,22.0
Romanian Deadlift (Dumbbell),15.0,20,12.5,12,890.0,-2.5,-8.0,7.00625,2026-02-06T13:19:00+00:00,20.0,22.0
Romanian Deadlift (Dumbbell),22.5,18,15.0,12,1025.0,-7.5,-6.0,6.88125,2026-02-13T13:28:00+00:00,22.5,15.0
Romanian Deadlift (Dumbbell),22.5,15,25.0,12,637.5,2.5,-3.0,14.102777777777778,2026-02-20T10:37:00+00:00,22.5,15.0
Seated Cable Row - Bar Grip,40.0,20,45.0,15,2075.0,5.0,-5.0,6.9375,2025-05-21T11:52:00+00:00,40.0,19.0
Seated Cable Row - Bar Grip,35.0,10,30.0,12,2710.0,-5.0,2.0,6.975,2025-05-28T10:22:00+00:00,40.0,20.0
Seated Cable Row - Bar Grip,40.0,12,30.0,12,3215.0,-10.0,0.0,3.8319444444444444,2025-06-04T09:46:00+00:00,35.0,20.0
Seated Cable Row - Bar Grip,40.0,18,30.0,11,2350.0,-10.0,-7.0,3.2125,2025-06-08T05:44:00+00:00,35.0,25.0
Seated Cable Row - Bar Grip,40.0,20,35.0,12,2895.0,-5.0,-8.0,13.931944444444444,2025-06-11T10:50:00+00:00,35.0,20.0
Seated Cable Row - Bar Grip,40.0,20,35.0,8,2460.0,-5.0,-12.0,3.8409722222222222,2025-06-25T09:12:00+00:00,40.0,18.0
Seated Cable Row - Bar Grip,40.0,21,30.0,11,1890.0,-10.0,-10.0,3.2333333333333334,2025-06-29T05:23:00+00:00,40.0,15.0
Seated Cable Row - Bar Grip,40.0,15,45.0,17,1365.0,5.0,2.0,3.745138888888889,2025-07-02T10:59:00+00:00,40.0,20.0
Seated Cable Row - Bar Grip,45.0,18,35.0,12,2705.0,-10.0,-6.0,17.320833333333333,2025-07-06T04:52:00+00:00,40.0,21.0
Seated Cable Row - Bar Grip,45.0,15,35.0,14,3025.0,-10.0,-1.0,3.675,2025-07-23T12:34:00+00:00,35.0,23.0
Seated Cable Row - Bar Grip,40.0,10,30.0,12,4525.0,-10.0,2.0,3.3340277777777776,2025-07-27T04:46:00+00:00,40.0,23.0
Seated Cable Row - Bar Grip,45.0,16,35.0,10,2845.0,-10.0,-6.0,10.676388888888889,2025-07-30T12:47:00+00:00,40.0,23.0
